split,Conversation_no,turn_count,unique_topics,q_avg,q_min,q_max,a_avg,a_min,a_max,passage_avg,passage_min,passage_max,total_session_tokens
train,1299,18,6,6.8,4,10,10.9,2,40,133.4,43,165,2721
train,1300,5,2,6.8,5,11,7.2,4,16,138.6,86,157,763
train,1301,14,5,7.6,5,11,24.3,2,68,134.7,82,168,2333
train,1302,18,6,9.8,5,13,21.3,3,90,149.6,93,193,3251
train,1303,10,4,8.5,6,13,11,3,27,137.7,88,153,1572
train,1304,11,7,8,5,13,30.8,2,69,150.8,128,173,2086
train,1305,16,4,6.8,4,10,15.8,4,46,132.4,62,228,2480
train,1306,6,3,9.3,7,16,13,2,25,135.8,52,197,949
train,1307,17,3,7.3,3,14,14.4,1,51,138.8,87,222,2729
train,1308,10,3,7.8,4,14,36.1,2,106,140.5,97,165,1844
train,1309,12,5,6.8,4,12,10.1,1,23,146,108,180,1955
train,1310,16,4,10.4,5,19,27.1,4,55,127.5,17,179,2639
train,1311,16,4,9.3,5,16,17,3,54,143.2,41,218,2712
train,1312,18,5,7.6,4,12,13.3,2,32,129.8,41,171,2714
train,1313,13,8,6.5,4,18,21.5,2,53,145.1,77,265,2250
train,1314,11,4,8.1,5,11,10.6,2,28,139.2,104,168,1737
train,1315,10,4,7.7,4,11,16.8,2,46,151,90,214,1755
train,1316,8,2,7.4,4,10,12.6,5,25,153.9,130,165,1391
train,1317,15,6,8.5,4,17,9.8,2,31,133.1,18,200,2272
train,1318,14,3,8,5,13,8.9,1,25,99.6,18,179,1630
train,1319,11,5,6.2,5,9,15.6,2,31,119,14,170,1549
train,1320,15,7,8.2,4,19,10.6,2,27,139,43,195,2367
train,1321,10,8,7.7,5,11,10,2,19,136.4,32,186,1541
train,1322,11,4,6.1,4,8,11.1,2,49,132.8,97,179,1650
train,1323,14,6,7.6,4,12,9.2,3,26,177.5,136,287,2720
train,1324,12,6,9.7,7,15,12.3,2,28,147.5,116,174,2034
train,1325,11,4,8.5,6,14,29.5,12,47,137.4,26,199,1929
train,1326,14,8,10.2,4,19,11.3,2,46,138.4,59,169,2239
train,1327,18,4,11.2,4,21,16.3,4,51,159.9,12,220,3372
train,1328,14,6,7.9,5,13,13.4,2,35,129.3,33,185,2108
train,1329,11,5,8.2,5,13,14.5,2,39,138.4,51,215,1771
train,1330,10,2,6.4,5,10,24.8,6,60,114.5,49,155,1457
train,1331,18,5,7.7,4,16,14.9,2,64,162.4,101,279,3330
train,1332,13,6,7.3,4,12,8.2,1,42,133.1,45,171,1932
train,1333,10,2,6.9,5,12,11.7,1,27,136.5,63,165,1551
train,1334,18,8,9.7,5,17,26.3,4,82,153.9,51,244,3419
train,1335,15,6,8.5,6,13,18.3,2,82,132.2,42,154,2384
train,1336,14,5,8.6,5,12,11.6,1,27,130.9,52,183,2117
train,1337,18,4,6.6,3,12,13.4,1,45,133.7,117,172,2768
train,1338,9,4,9,5,13,12.7,3,24,160.1,60,220,1636
train,1339,10,4,12.2,5,18,15.6,3,30,142,37,184,1698
train,1340,10,4,8.9,5,12,12.3,3,29,144.3,85,168,1655
train,1341,18,5,6.9,4,11,17,2,60,137.2,59,183,2900
train,1342,7,2,8,4,17,22.3,5,35,127.7,45,160,1106
train,1343,11,5,7.7,6,11,19.7,4,45,102.5,35,158,1429
train,1344,10,5,7.1,5,9,15.1,2,37,149.2,140,166,1714
train,1345,10,4,8,6,11,6.9,3,17,148.2,134,206,1631
train,1346,18,5,7.4,5,11,9.9,2,28,153.2,72,177,3070
train,1347,16,5,7.9,5,13,14.2,3,31,143.1,66,162,2643
train,1348,15,6,7.7,5,11,18.5,2,50,141.6,55,199,2516
train,1349,19,4,7.2,4,12,46.3,4,130,155.7,102,202,3974
train,1350,11,3,9.4,5,16,8.1,2,19,115.8,77,136,1466
train,1351,16,7,8.1,4,13,22.1,2,74,141,78,182,2740
train,1352,10,3,9,5,19,17.2,3,35,140.8,126,173,1670
train,1353,18,6,8.2,5,13,10.8,1,30,143.4,64,191,2922
train,1354,7,3,6.6,5,10,18.1,2,79,162.9,136,225,1313
train,1355,18,4,10,4,17,15.3,1,68,138.8,72,196,2954
train,1356,12,5,7.4,4,16,21.6,2,53,138.8,55,198,2013
train,1357,12,3,7,4,11,5.8,2,14,163.2,122,220,2112
train,1358,19,5,6.6,3,11,14.5,2,61,128.7,17,173,2846
train,1359,11,4,8.2,5,13,28.9,4,90,136,112,159,1904
train,1360,11,4,7.4,5,13,11.1,2,27,134.7,39,169,1685
train,1361,14,6,7.8,5,15,14.4,4,42,136.4,46,193,2220
train,1362,15,4,8.4,5,13,14.7,2,46,162.7,125,208,2787
train,1363,12,5,8.6,5,13,10.5,4,21,136.8,98,164,1870
train,1364,10,5,7.6,5,13,15.7,1,65,135.6,31,179,1589
train,1365,12,5,7.1,5,9,10.2,1,47,143.8,127,170,1933
train,1366,16,5,8.4,5,15,21.1,3,87,162.1,128,199,3065
train,1367,12,4,7.2,3,16,6.2,2,15,147.3,68,162,1929
train,1368,8,3,7.6,5,12,13.9,3,30,151.8,128,169,1386
train,1369,16,7,8.5,4,12,16.9,2,51,134.8,71,185,2563
train,1370,10,2,9,3,17,31.1,3,60,119.5,59,174,1596
train,1371,9,4,8.2,5,13,10.2,2,22,142.1,121,165,1445
train,1372,16,5,11.9,6,30,11.7,3,37,133.8,64,188,2519
train,1373,18,6,7.6,4,18,14.3,2,55,122.7,55,166,2602
train,1374,10,6,8.3,5,11,15.5,2,49,115.8,18,178,1396
train,1375,14,2,7.4,4,14,8.3,2,23,154.4,135,177,2381
train,1376,16,6,7.2,5,10,21.7,3,68,154.8,70,187,2940
train,1377,10,3,6.7,4,9,10.3,2,25,128.4,85,166,1454
train,1378,10,4,8.3,6,10,28.8,4,63,121.4,61,144,1585
train,1379,13,3,8.8,5,12,18.8,6,39,144.2,75,212,2233
train,1380,10,3,8.8,5,11,18.5,2,44,111.3,15,189,1386
train,1381,16,6,10.3,7,16,24.5,3,59,141.3,72,171,2818
train,1382,11,4,6.2,4,9,8.5,1,22,144.5,34,186,1751
train,1383,18,5,10.5,6,17,14.4,3,37,157.2,89,186,3278
train,1384,10,4,8,6,11,9.4,2,24,149.3,117,205,1667
train,1385,18,5,7,5,11,21.2,2,87,158.5,124,192,3360
train,1386,15,7,8.7,4,16,15.9,2,54,116.8,43,151,2120
train,1387,18,6,7.9,5,14,15.1,4,58,143.8,45,193,3002
train,1388,18,7,7.7,5,17,25.3,1,57,126.6,12,179,2873
train,1389,15,5,7.1,4,11,16.9,4,46,139.5,79,168,2454
train,1390,11,5,7.9,5,14,11.4,3,25,139.4,81,164,1745
train,1391,15,3,7.3,3,10,9.5,2,31,136.6,30,181,2300
train,1392,11,4,7.3,4,15,22.5,2,60,133,48,187,1790
train,1393,12,3,9.2,6,14,12.8,3,41,145.8,92,177,2015
train,1394,14,7,9.2,7,11,11.4,1,33,124.4,12,167,2030
train,1395,10,3,6.7,5,10,9.5,4,25,161.1,125,186,1773
train,1396,13,4,6.8,5,9,18.4,4,51,152.5,118,187,2309
train,1397,10,4,8.1,4,15,17.1,1,35,139.2,84,180,1644
train,1398,18,6,6.9,4,10,14.1,2,48,145.9,88,180,3006
train,1399,15,4,8.3,5,13,15.9,1,29,141.8,84,186,2490
train,1400,12,5,9.9,5,15,11.8,2,28,153.8,132,171,2106
train,1401,18,4,6.4,5,9,19.1,3,63,151.1,118,223,3178
train,1402,10,6,7,4,10,19.3,1,67,163.2,149,192,1895
train,1403,15,4,8.4,5,12,14.7,2,43,129.9,56,167,2296
train,1404,10,3,7.9,5,11,12.3,4,27,155.7,102,191,1759
train,1405,13,5,7,4,11,9.7,1,30,125.5,23,213,1848
train,1406,10,3,8.2,5,12,11.9,2,35,121.6,52,180,1417
train,1407,9,5,10.7,3,16,10.4,1,49,139.3,57,161,1444
train,1408,14,6,7.1,5,13,8.4,2,19,117.4,20,163,1861
train,1409,10,3,10.5,5,17,6.8,3,24,141.4,118,156,1587
train,1410,11,3,7.6,5,9,23.2,2,46,181.3,124,315,2333
train,1411,16,8,8.2,5,11,14.9,1,40,139,50,208,2593
train,1412,15,4,8.3,5,13,20.1,1,47,131.1,21,185,2394
train,1413,10,3,8.8,5,14,21.6,3,56,174.2,99,199,2046
train,1414,12,7,10.2,5,18,17.4,2,45,151.9,132,204,2155
train,1415,10,4,8,5,12,15.2,4,47,153.5,142,161,1767
train,1416,12,4,8.9,3,15,10.9,2,36,135.4,24,191,1863
train,1417,18,8,6.8,4,9,12.6,1,37,148.6,120,189,3025
train,1418,12,3,8.2,4,13,15.5,2,37,129.8,46,163,1841
train,1419,10,4,8.8,5,12,11.5,3,44,125.8,46,217,1461
train,1420,11,3,8,5,11,20.7,2,67,156.3,129,202,2035
train,1421,10,3,7.4,6,9,13.3,3,50,142.7,85,180,1634
train,1422,10,4,9.5,5,16,26.4,4,45,146.8,99,182,1827
train,1423,10,3,9.1,4,13,20.8,4,47,105.2,20,159,1351
train,1424,13,4,6.8,4,11,10.6,4,31,164.5,143,224,2365
train,1425,10,4,6.5,4,13,13.4,4,43,143.3,92,184,1632
train,1426,11,5,6.7,2,12,16.6,3,43,134.7,94,164,1739
train,1427,14,5,6.9,4,9,15,3,47,147.6,135,166,2373
train,1428,15,4,7.9,4,11,12.3,2,40,137.1,110,177,2360
train,1429,15,4,6.7,2,15,15.4,2,38,157.9,126,200,2700
train,1430,12,4,9.1,6,14,11.8,2,29,151.9,92,197,2074
train,1431,17,6,7.5,4,12,14.5,1,38,149.1,107,208,2909
train,1432,13,6,9.4,6,13,9,1,20,122.5,30,198,1831
train,1433,9,2,7.6,4,13,24.3,4,58,147,134,160,1610
train,1434,15,5,8.8,6,12,13.1,2,30,150,88,187,2579
train,1435,14,5,7.4,5,13,27,2,77,134.5,36,181,2365
train,1436,19,11,7.9,5,12,9.5,2,52,147.3,112,214,3129
train,1437,10,5,9.2,4,14,12,4,26,131.4,28,162,1526
train,1438,19,6,10.9,5,21,9.6,2,22,105.4,22,151,2394
train,1439,10,8,9.3,7,11,10.1,2,21,128.1,14,176,1475
train,1440,13,5,8.5,6,14,9.2,2,24,129.2,57,155,1909
train,1441,11,4,8.7,5,14,22.4,4,64,98.9,18,163,1430
train,1442,20,9,7.8,4,12,6.8,2,16,148.7,23,237,3265
train,1443,10,6,9.6,5,15,17.9,5,51,117.3,33,160,1448
train,1444,19,8,9.4,5,18,16.8,3,56,148.9,95,193,3327
train,1445,14,4,6.9,4,11,13.4,1,62,157.5,95,197,2490
train,1446,18,7,7.3,3,11,13.9,2,42,145.2,71,205,2996
train,1447,13,3,9.6,5,13,6.5,1,12,132.5,48,216,1932
train,1448,11,4,8.9,5,15,23.5,4,52,126.5,76,143,1747
train,1449,12,3,7.8,4,14,19.8,4,89,148.6,92,199,2113
train,1450,15,5,7.7,4,16,17.2,3,32,148,123,189,2593
train,1451,10,3,8.1,4,20,8.1,1,22,156.3,128,193,1725
train,1452,17,2,7.2,5,12,10.8,3,44,131.5,71,148,2542
train,1453,18,5,6.3,4,12,14.8,1,67,151.4,28,281,3105
train,1454,18,7,7.6,4,13,7.1,2,15,85.7,18,214,1807
train,1455,10,4,9.8,5,13,11.4,2,31,136.4,116,155,1576
train,1456,10,2,10.2,9,12,16.2,2,42,136.3,67,170,1627
train,1457,14,4,11.4,4,17,24.7,4,63,143.3,122,167,2512
train,1458,12,5,8.2,5,11,12.9,2,31,136.6,56,170,1893
train,1459,18,3,10.1,6,19,16.8,2,58,142,39,173,3040
train,1460,7,2,9.4,4,21,10.6,2,21,164.6,156,166,1292
train,1461,5,2,6.4,5,8,19,4,43,160.6,121,184,930
train,1462,18,6,6.8,4,11,14.3,3,41,133.4,29,220,2781
train,1463,10,2,9.3,5,15,14.2,1,51,133.3,43,178,1568
train,1464,13,6,9.3,6,13,14.2,3,43,137.3,73,178,2090
train,1465,10,3,9.4,5,13,7.8,2,20,134.8,69,162,1520
train,1466,18,3,9.1,4,14,17,2,37,138.6,42,204,2965
train,1467,10,3,7.7,4,12,11.1,2,33,160.9,131,181,1797
train,1468,10,4,6.4,4,11,11.8,2,40,171.7,125,254,1899
train,1469,15,6,7.7,4,12,13,1,60,116.2,45,172,2054
train,1470,10,3,7.6,5,12,11.6,2,41,131.7,84,164,1509
train,1471,13,5,9.8,7,15,31,4,71,136.1,56,168,2299
train,1472,18,4,9.4,5,14,11.6,1,37,142.2,97,192,2938
train,1473,11,4,7.8,4,15,16.2,1,61,105.2,21,156,1421
train,1474,12,5,7.9,6,13,9.8,3,24,141.7,100,180,1913
train,1475,10,4,9,5,16,25.3,8,65,157.8,103,203,1921
train,1476,21,7,6.7,5,11,10.1,2,28,134,13,172,3167
train,1477,12,4,8.7,4,12,22.5,4,56,139.5,82,161,2048
train,1478,12,4,6.3,5,9,11.5,2,34,144.3,83,203,1946
train,1479,16,4,10.7,5,21,17.5,2,44,149.2,31,199,2839
train,1480,18,6,9.4,4,19,10.3,1,35,125.9,29,180,2622
train,1481,10,3,9.6,5,14,13.7,4,31,150.5,70,219,1738
train,1482,15,4,9,6,12,16,1,46,136.7,48,163,2426
train,1483,12,6,8.2,4,18,15.7,4,47,114.8,26,165,1665
train,1484,11,4,6.9,5,11,13.3,2,44,160.1,98,234,1983
train,1485,18,4,6.9,5,9,13.7,1,41,133.3,59,176,2772
train,1486,14,6,8.6,6,12,17.5,1,71,149.1,116,200,2452
train,1487,11,3,7.2,5,10,20.5,4,70,136,120,154,1800
train,1488,10,5,8,5,13,15.5,3,45,137.9,87,170,1614
train,1489,5,2,10.2,7,16,13.2,4,45,142.8,132,168,831
train,1490,12,6,9.1,5,14,13.4,2,31,137.1,39,196,1915
train,1491,11,3,9.8,5,19,7.7,3,26,158,125,180,1931
train,1492,11,3,7.3,4,15,19.8,2,55,126.7,49,167,1692
train,1493,17,5,8.8,5,15,16.9,4,60,145.8,87,191,2915
train,1494,17,5,8.7,5,13,27.9,4,122,133.8,59,180,2897
train,1495,18,6,6.9,4,11,16.3,3,35,120.8,67,157,2591
train,1496,10,3,8.5,5,12,13.5,4,33,137.1,127,153,1591
train,1497,10,4,6.8,5,12,17.9,3,64,126.4,69,178,1511
train,1498,10,2,8,5,13,33.1,4,107,141.6,104,166,1827
train,1499,12,5,7.3,5,12,22.4,1,82,127.3,23,174,1885
train,1500,7,3,8.3,5,13,15.4,2,60,154.3,131,171,1246
train,1501,12,3,7.6,4,10,16.6,5,37,163.4,126,216,2251
train,1502,10,5,8.2,6,12,17.4,2,38,148.3,44,195,1739
train,1503,20,5,7.1,4,14,6.8,2,21,149.7,138,190,3272
train,1504,17,7,7.6,3,15,8.8,2,28,136.8,81,184,2606
train,1505,10,3,6.2,4,9,6.2,4,9,122.6,46,156,1350
train,1506,15,5,7.6,4,14,19.4,2,52,135.2,57,165,2433
train,1507,18,7,8.6,5,16,11.1,2,24,124.2,53,152,2590
train,1508,16,5,13.6,8,22,20.2,1,49,123.7,22,160,2519
train,1509,15,6,9.1,5,18,24.5,3,67,175.3,74,297,3134
train,1510,10,5,8.6,6,12,22,11,30,126.9,26,204,1575
train,1511,14,5,8.9,6,15,11,4,35,150,108,277,2379
train,1512,10,3,6.2,4,11,9.4,2,29,143.7,105,156,1593
train,1513,12,4,6.8,4,16,21.7,2,49,121.1,58,157,1794
train,1514,18,5,6.5,4,10,19.3,2,87,158.9,53,222,3325
train,1515,10,5,9,5,16,32.1,5,66,111,46,164,1521
train,1516,15,5,8.2,5,13,9.2,1,28,124.7,18,181,2132
train,1517,15,4,8.7,5,16,21,2,62,131.5,99,167,2419
train,1518,15,3,6.6,3,11,6.4,3,17,162.3,102,218,2629
train,1519,12,5,8.4,4,18,19.2,4,42,119.8,46,162,1768
train,1520,18,6,6.9,3,10,8.6,1,17,151.6,92,220,3008
train,1521,18,5,8.1,5,12,16.8,3,44,134.7,47,197,2872
train,1522,13,6,9.8,5,15,17.5,1,45,122.7,49,183,1950
train,1523,16,5,6.7,2,11,9.3,1,32,143.2,69,162,2548
train,1524,13,4,9.1,5,13,13.4,1,34,104,29,169,1644
train,1525,9,4,9.8,7,13,20.8,3,47,117.7,26,175,1334
train,1526,10,2,7.8,2,12,19.2,4,51,137.4,108,159,1644
train,1527,10,5,8,4,13,18.1,4,30,137.3,61,176,1634
train,1528,18,8,7.1,4,11,21,1,52,142.1,84,188,3063
train,1529,10,3,8.8,6,13,10.5,1,24,153.7,121,175,1730
train,1530,9,2,6.2,2,10,6.1,2,13,165.8,156,212,1603
train,1531,10,4,8.4,5,12,29.2,10,69,134.3,114,159,1719
train,1532,11,4,7.4,5,12,18.8,2,43,135.8,71,167,1782
train,1533,12,6,9.9,5,16,10.5,4,32,140.2,32,197,1928
train,1534,16,6,9.2,4,15,15.7,1,57,129.5,15,171,2470
train,1535,15,5,7.9,5,11,14.7,3,42,125.2,48,163,2217
train,1536,18,6,6.9,2,12,11.9,2,28,143,61,185,2912
train,1537,10,4,7,4,12,15.8,4,43,143.5,114,181,1663
train,1538,11,4,10.4,5,16,17.2,3,50,147,112,164,1920
train,1539,10,2,9.3,6,13,12.9,4,26,149.9,126,215,1721
train,1540,10,3,7.7,4,15,22.3,4,61,149.1,81,176,1791
train,1541,16,4,7.8,4,14,10.9,1,39,123.1,36,158,2269
train,1542,10,6,10,5,17,6.3,2,13,155.6,130,205,1719
train,1543,18,4,6.7,4,13,15.1,2,51,140,71,177,2913
train,1544,15,5,8.5,5,17,13.7,2,44,134.7,14,160,2354
train,1545,10,4,7,4,11,12.7,2,26,150.5,91,192,1702
train,1546,18,6,7.9,4,12,19.5,1,57,141.4,115,183,3039
train,1547,16,4,7.8,4,17,14.9,2,55,142.1,83,204,2637
train,1548,5,4,9.4,4,15,31.6,4,51,130,85,176,855
train,1549,15,8,7.2,5,10,15.2,3,33,138.9,76,178,2420
train,1550,10,4,7.2,4,11,14.8,2,42,140.8,83,200,1628
train,1551,7,4,8.4,5,16,19.6,4,37,144.3,129,190,1206
train,1552,16,4,8.1,5,14,11.6,1,34,146.8,47,184,2665
train,1553,18,7,7.8,5,15,13,3,52,115.9,52,147,2462
train,1554,18,5,6.6,4,10,13.6,3,30,137.9,47,245,2845
train,1555,20,7,6.8,3,11,13.9,1,37,153.8,54,228,3490
train,1556,19,4,9,6,16,14.8,2,49,141.1,41,230,3134
train,1557,11,5,7.5,5,16,10.8,1,27,142.8,70,170,1773
train,1558,10,4,8.1,5,15,14.3,2,31,135.2,80,178,1576
train,1559,10,3,9.3,6,13,16.5,5,34,147.7,72,189,1735
train,1560,12,5,8.5,6,13,11.8,1,22,145,98,179,1984
train,1561,6,2,6.3,5,9,9.7,3,16,169.3,139,204,1112
train,1562,9,3,5.8,4,8,12.3,3,27,130.3,42,166,1336
train,1563,14,6,8.4,4,14,10.1,1,29,132.4,65,188,2113
train,1564,14,5,9.1,4,20,20.4,4,50,140.9,116,172,2385
train,1565,11,6,8.1,5,10,14.9,2,44,136.6,20,183,1756
train,1566,10,4,8.7,5,12,20.9,1,47,138.3,109,165,1679
train,1567,18,4,6.2,2,11,17.6,2,70,124.8,25,228,2675
train,1568,18,6,8.4,4,16,11.5,4,38,145,129,165,2968
train,1569,12,4,7.1,5,11,21.2,2,52,123.4,29,197,1821
train,1570,11,4,8.5,5,15,12.8,4,26,148.5,129,174,1868
train,1571,18,6,8.3,4,11,13.9,1,49,137.9,55,206,2883
train,1572,12,4,8,6,12,7.3,1,17,156.2,86,176,2058
train,1573,11,4,10.3,5,16,18.3,4,35,141.3,116,179,1868
train,1574,10,3,9.4,7,14,7.7,3,15,169.5,87,218,1866
train,1575,15,8,9.5,5,17,12.5,4,38,145,86,188,2506
train,1576,10,4,8.1,5,11,5.8,2,17,132,67,151,1459
train,1577,10,3,7.8,5,11,14.9,1,40,150.4,135,172,1731
train,1578,14,8,9.8,5,14,11.4,1,34,151.1,132,178,2411
train,1579,18,4,12,5,20,16.6,2,44,132.8,25,188,2904
train,1580,16,7,9.1,5,18,14.8,3,42,156.3,46,193,2883
train,1581,8,3,7.8,6,11,9.6,1,25,141.2,34,169,1269
train,1582,15,4,8.1,4,15,13.1,4,42,121.9,17,166,2147
train,1583,16,5,9.8,5,18,22.2,4,67,135.4,55,179,2678
train,1584,13,4,8.6,6,11,18.8,4,46,167.3,140,203,2532
train,1585,10,4,7.1,5,9,18,2,46,131.3,64,210,1564
train,1586,8,2,8.9,5,12,9.8,2,27,148.9,138,159,1340
train,1587,18,5,7.9,4,13,12.4,3,48,134.7,27,194,2791
train,1588,11,3,7,4,10,25,4,44,102,38,169,1474
train,1589,13,4,6.6,5,12,10.3,3,21,145.6,64,177,2113
train,1590,16,7,7.7,2,17,23.8,2,131,124.2,48,173,2491
train,1591,12,5,8.5,5,12,8.7,2,26,166.3,142,187,2202
train,1592,10,5,7,5,10,22.1,4,62,158.2,137,179,1873
train,1593,10,4,7.5,6,10,9.8,1,25,151.8,59,184,1691
train,1594,11,3,8.5,5,14,22.5,5,77,149.4,82,194,1983
train,1595,10,3,7.8,4,11,22.3,2,64,161.4,119,183,1915
train,1596,11,6,9.5,5,13,9.5,3,16,129.5,32,161,1635
train,1597,20,6,8,5,12,9.2,2,20,140.3,16,175,3150
train,1598,11,3,8.1,5,14,8.9,1,18,134.5,75,172,1667
train,1599,17,6,7.4,4,12,14.8,2,37,157.3,39,198,3051
train,1600,13,4,8.6,5,11,27.4,4,58,130.4,53,166,2163
train,1601,12,4,6.8,4,14,11.9,2,31,142.4,94,179,1933
train,1602,15,6,9.1,6,11,9.1,1,17,115.1,52,194,2000
train,1603,10,4,6.4,5,10,9.8,3,26,127.2,41,204,1434
train,1604,16,5,11.6,8,16,16.1,4,27,128.9,33,187,2505
train,1605,12,5,9.5,6,14,14.8,4,32,135.5,34,203,1918
train,1606,13,7,7.6,5,10,11,3,29,148.5,109,186,2172
train,1607,10,6,11.1,4,17,15.7,2,45,148,122,216,1748
train,1608,18,5,10.1,5,17,19.4,2,78,140.9,49,225,3067
train,1609,20,8,9.1,5,13,16.6,3,39,133.7,36,182,3188
train,1610,18,3,8,4,17,12.4,1,58,117.3,33,164,2479
train,1611,15,5,7.9,4,19,10.7,3,23,137.3,24,168,2339
train,1612,10,3,8.6,6,14,10.9,2,30,149.1,132,210,1686
train,1613,10,3,7.7,5,10,14.3,2,27,155.1,106,201,1771
train,1614,20,4,6.7,3,14,15.5,2,44,148.5,103,187,3414
train,1615,11,5,8.2,5,18,27.9,4,66,118.3,19,172,1698
train,1616,8,4,9.4,6,14,14.6,2,36,157.5,138,173,1452
train,1617,13,2,7.9,5,13,21.1,2,55,145.3,127,161,2266
train,1618,12,2,8.7,5,13,14.2,2,46,130.6,99,159,1841
train,1619,14,3,12.1,8,26,23.2,4,55,120.9,13,185,2188
train,1620,15,5,7.9,4,12,11.1,2,29,108.4,23,171,1911
train,1621,18,4,8.3,3,13,8.3,2,39,142.1,126,178,2857
train,1622,11,6,6.4,5,11,10.5,2,18,151.8,75,200,1856
train,1623,18,6,7.1,4,13,10.8,2,24,125.9,45,204,2588
train,1624,10,4,7.9,4,12,28.6,4,48,136.3,40,212,1728
train,1625,11,5,8.5,5,13,19.3,2,70,156.4,103,176,2025
train,1626,12,6,8.8,5,12,13.7,1,71,148.8,120,178,2054
train,1627,10,4,7.5,4,14,20.6,4,59,127.8,43,174,1559
train,1628,11,4,10.8,5,21,16.5,3,41,148.1,115,183,1929
train,1629,13,5,9.4,5,18,13.5,4,50,144.5,76,180,2176
train,1630,17,3,7.1,5,13,12.4,1,48,138.9,53,177,2692
train,1631,15,5,8,5,12,14.5,3,41,129.7,18,176,2283
train,1632,13,6,7,3,14,9.1,2,29,121.7,70,184,1791
train,1633,12,4,9.8,4,17,13.4,4,38,124.9,42,179,1778
train,1634,13,7,7.8,5,11,25.8,2,75,128.5,14,171,2107
train,1635,10,4,9,6,18,16.7,2,62,138,113,154,1637
train,1636,13,3,7.5,5,10,26,3,111,141.8,97,173,2278
train,1637,13,4,7.7,5,11,31.9,8,74,125.1,57,217,2141
train,1638,6,2,14.7,11,18,4.7,4,8,145.5,143,155,989
train,1639,11,5,8,5,15,12.8,3,36,153.7,69,186,1920
train,1640,13,4,7.5,5,17,23.5,3,56,137,66,214,2184
train,1641,10,5,8.9,5,16,23,4,58,139.5,34,178,1714
train,1642,11,5,7.8,6,11,17,1,40,138.5,95,170,1797
train,1643,11,4,7.9,4,13,12.3,2,26,141.6,85,174,1780
train,1644,22,9,7.9,3,13,8.3,3,21,119.0,40,182,2975
train,1645,19,5,7.6,4,12,18.7,2,56,162.8,76,249,3593
train,1646,10,3,8.9,6,12,16.7,2,45,142.7,20,209,1683
train,1647,14,10,8.8,5,14,8.8,1,25,131.1,43,170,2081
train,1648,15,5,9.5,7,17,16.6,3,35,138.1,57,196,2462
train,1649,11,4,8.7,6,12,26.9,2,84,123.5,47,160,1750
train,1650,15,4,7.1,5,10,14.9,2,59,136.5,80,196,2376
train,1651,10,3,8.1,5,12,10.4,2,22,154.4,107,255,1729
train,1652,10,4,10.1,5,15,15.4,3,53,155.5,121,205,1810
train,1653,14,3,8.4,5,15,8.4,2,34,130.2,61,202,2058
train,1654,12,7,7.4,4,12,7.4,1,18,144.8,118,198,1915
train,1655,16,6,8,3,13,12.2,1,41,152.4,100,216,2763
train,1656,7,3,8.4,5,12,17.3,2,40,153.3,68,188,1253
train,1657,16,6,10,6,16,17.9,2,91,138.6,25,204,2665
train,1658,18,5,7.6,5,11,12.7,1,37,157.7,74,242,3203
train,1659,10,4,9.2,5,13,15.6,3,32,155.7,66,215,1805
train,1660,11,4,8.9,5,16,17.1,4,42,137.4,71,166,1797
train,1661,11,4,7.1,5,10,17.6,4,29,138.8,70,164,1799
train,1662,13,4,7.7,5,14,14.8,2,35,140.1,85,177,2113
train,1663,10,5,8.4,6,11,20.8,7,36,146.5,117,214,1757
train,1664,16,2,6.8,3,14,24.4,1,49,112.1,31,161,2292
train,1665,13,2,7.5,5,10,16.6,2,51,120.3,83,145,1878
train,1666,10,5,8.8,6,11,24.4,2,76,123.1,19,184,1563
train,1667,18,6,8,4,17,11.8,1,40,128.6,22,163,2672
train,1668,12,3,9.2,5,15,9.6,2,31,133.7,22,176,1830
train,1669,10,4,8.7,6,11,24.5,4,55,137.8,125,164,1710
train,1670,10,3,7.1,5,10,14.7,2,37,95.9,13,150,1177
train,1671,12,7,10.4,5,24,11.7,1,29,129.2,55,194,1816
train,1672,10,4,7.4,4,11,20.7,4,44,150.3,119,166,1784
train,1673,10,7,9.5,7,16,19,4,31,154.1,85,222,1826
train,1674,12,5,8.3,4,13,34.1,4,97,140.2,81,211,2192
train,1675,12,4,10.2,7,22,8.6,3,18,128,65,185,1762
train,1676,15,4,7.5,5,15,16.7,2,42,143.3,46,179,2512
train,1677,11,6,9.1,5,14,8.5,2,18,153,49,215,1877
train,1678,11,6,8.4,4,13,11.3,3,34,123.1,78,152,1570
train,1679,14,7,7.6,5,12,7,1,25,150,44,216,2305
train,1680,11,3,7.4,3,11,25.1,3,73,136.5,80,177,1859
train,1681,13,5,11.7,5,28,6.2,1,19,157.2,127,190,2277
train,1682,11,5,9.3,5,17,13.8,1,57,142.5,122,179,1821
train,1683,20,6,7.6,4,11,11.2,1,26,154.7,90,218,3469
train,1684,11,3,8.5,5,17,21,4,39,145.3,87,191,1923
train,1685,14,7,8.1,4,14,24.6,2,79,148.1,97,188,2532
train,1686,9,2,12.8,6,21,14,3,46,150.2,137,173,1593
train,1687,15,6,9.3,6,15,15.6,4,44,141.9,38,185,2501
train,1688,12,6,9,6,14,14,1,44,111.3,51,167,1612
train,1689,18,6,6.4,4,10,10.3,4,25,126.3,50,159,2575
train,1690,13,8,9.2,5,15,12,3,41,164.5,139,216,2413
