feedback_config,task_id,turn_count,q_avg,q_min,q_max,a_avg,a_min,a_max,total_turn_tokens,final_label
CF_EF_FULL_SNF,BigCodeBench/27,10,1,1,1,253.1,207,303,2541,pass
CF_EF_FULL_SNF,BigCodeBench/28,10,168.2,1,642,243.6,220,279,4118,pass
CF_EF_FULL_SNF,BigCodeBench/29,10,835.3,816,841,98.6,98,104,9339,fail
CF_EF_FULL_SNF,BigCodeBench/30,10,344.7,253,362,365.3,347,467,7100,fail
CF_EF_FULL_SNF,BigCodeBench/31,10,531,241,666,314.3,64,720,8453,fail
CF_EF_FULL_SNF,BigCodeBench/32,10,2388.4,2275,2713,175.2,169,195,25636,fail
CF_EF_FULL_SNF,BigCodeBench/33,10,1,1,1,150,113,193,1510,pass
CF_EF_FULL_SNF,BigCodeBench/34,10,44.1,1,432,306.9,249,377,3510,pass
CF_EF_FULL_SNF,BigCodeBench/35,10,237.1,175,454,391,282,476,6281,fail
CF_EF_FULL_SNF,BigCodeBench/36,10,181.8,56,934,400.3,398,411,5821,fail
CF_EF_FULL_SNF,BigCodeBench/37,10,364.3,48,2048,813.6,351,1398,11779,fail
CF_EF_FULL_SNF,BigCodeBench/38,10,1,1,1,420.3,243,635,4213,pass
CF_EF_FULL_SNF,BigCodeBench/39,10,498,498,498,333.3,330,339,8313,fail
CF_EF_FULL_SNF,BigCodeBench/40,10,1194.4,1112,1920,181.9,181,190,13763,fail
CF_EF_FULL_SNF,BigCodeBench/41,10,77.8,1,398,284.1,228,355,3619,pass
CF_EF_FULL_SNF,BigCodeBench/42,10,1203.4,1168,1208,265.4,264,278,14688,fail
CF_EF_FULL_SNF,BigCodeBench/43,10,1,1,1,248.8,212,292,2498,pass
CF_EF_FULL_SNF,BigCodeBench/44,10,371.8,121,697,124,33,231,4958,fail
CF_EF_FULL_SNF,BigCodeBench/45,10,429.5,189,2088,759,306,1497,11885,fail
CF_EF_FULL_SNF,BigCodeBench/46,10,2281.8,65,2819,118.4,31,193,24002,fail
CF_EF_FULL_SNF,BigCodeBench/47,10,940.6,59,1634,240.2,162,537,11808,fail
CF_EF_FULL_SNF,BigCodeBench/48,10,1,1,1,339.8,209,497,3408,pass
CF_EF_FULL_SNF,BigCodeBench/49,10,297.1,286,342,200,191,201,4971,fail
CF_EF_FULL_SNF,BigCodeBench/50,10,1573.2,1558,1705,329.9,320,331,19031,fail
CF_EF_FULL_SNF,BigCodeBench/51,10,192.7,45,218,590.9,511,679,7836,fail
CF_EF_FULL_SNF,BigCodeBench/52,10,521.7,196,873,102.3,40,203,6240,fail
CF_EF_FULL_SNF,BigCodeBench/53,10,684.7,198,2087,715.6,365,854,14003,fail
CF_EF_FULL_SNF,BigCodeBench/54,10,440.9,400,809,137.5,133,162,5784,fail
CF_EF_FULL_SNF,BigCodeBench/55,10,1694.7,1656,1699,208.1,207,215,19028,fail
CF_EF_FULL_SNF,BigCodeBench/56,10,215.5,133,274,297.4,199,366,5129,fail
CF_EF_FULL_SNF,BigCodeBench/57,10,282.2,73,1207,234.3,45,469,5165,fail
CF_EF_FULL_SNF,BigCodeBench/58,10,1,1,1,355.9,297,425,3569,pass
CF_EF_FULL_SNF,BigCodeBench/59,10,1,1,1,214.5,156,284,2155,pass
CF_EF_FULL_SNF,BigCodeBench/60,10,1,1,1,250.1,219,283,2511,pass
CF_EF_FULL_SNF,BigCodeBench/61,10,366.6,350,372,359.5,359,364,7261,fail
CF_EF_FULL_SNF,BigCodeBench/62,10,181.1,168,183,195.1,176,292,3762,fail
CF_EF_FULL_SNF,BigCodeBench/63,10,1506.6,1441,1745,199.9,199,208,17065,fail
CF_EF_FULL_SNF,BigCodeBench/64,10,761.1,194,1451,865.7,197,1495,16268,fail
CF_EF_FULL_SNF,BigCodeBench/65,10,1633,1568,1643,331.4,324,342,19644,fail
CF_EF_FULL_SNF,BigCodeBench/66,10,247.2,184,333,415.2,306,495,6624,fail
CF_EF_FULL_SNF,BigCodeBench/67,10,1,1,1,289,289,289,2900,pass
CF_EF_FULL_SNF,BigCodeBench/68,10,1,1,1,171.9,134,214,1729,pass
CF_EF_FULL_SNF,BigCodeBench/69,10,366.8,353,369,161.3,158,167,5281,fail
CF_EF_FULL_SNF,BigCodeBench/70,10,675.7,322,1118,230.4,227,233,9061,fail
CF_EF_FULL_SNF,BigCodeBench/71,10,1,1,1,255.7,190,334,2567,pass
CF_EF_FULL_SNF,BigCodeBench/72,10,124.6,119,151,257.8,238,260,3824,fail
CF_EF_FULL_SNF,BigCodeBench/73,10,279.8,276,296,282.9,282,291,5627,fail
CF_EF_FULL_SNF,BigCodeBench/74,10,233.4,224,268,310.1,301,312,5435,fail
CF_EF_FULL_SNF,BigCodeBench/75,10,291.8,210,457,472.5,439,511,7643,fail
CF_EF_FULL_SNF,BigCodeBench/76,10,410,393,415,235.2,234,246,6452,fail
CF_EF_FULL_SNF,BigCodeBench/77,10,431,387,700,155,154,164,5860,fail
CF_EF_FULL_SNF,BigCodeBench/78,10,593.9,571,598,233.3,232,245,8272,fail
CF_EF_FULL_SNF,BigCodeBench/79,10,870,804,1464,210.1,209,220,10801,fail
CF_EF_FULL_SNF,BigCodeBench/80,10,1,1,1,201.1,103,319,2021,pass
CF_EF_FULL_SNF,BigCodeBench/81,10,746.7,737,748,92.2,91,103,8389,fail
CF_EF_FULL_SNF,BigCodeBench/82,10,851.2,204,1150,553.2,471,602,14044,fail
CF_EF_FULL_SNF,BigCodeBench/83,10,289,281,293,204.9,191,217,4939,fail
CF_EF_FULL_SNF,BigCodeBench/84,10,331.3,194,696,917.1,644,1027,12484,fail
CF_EF_FULL_SNF,BigCodeBench/85,10,199.5,144,212,528.5,479,560,7280,fail
CF_EF_FULL_SNF,BigCodeBench/86,10,1787.4,1749,1793,184.4,181,215,19718,fail
CF_EF_FULL_SNF,BigCodeBench/87,10,327.8,186,444,191.3,166,225,5191,fail
CF_EF_FULL_SNF,BigCodeBench/88,10,1,1,1,228.8,166,302,2298,pass
CF_EF_FULL_SNF,BigCodeBench/89,10,1159.4,966,2900,505.7,505,512,16651,fail
CF_EF_FULL_SNF,BigCodeBench/90,10,240.2,185,545,1048.7,513,1535,12889,fail
CF_EF_FULL_SNF,BigCodeBench/91,10,6.2,1,53,406.3,355,467,4125,pass
CF_EF_FULL_SNF,BigCodeBench/92,10,210.2,136,266,699.3,444,940,9095,fail
CF_EF_FULL_SNF,BigCodeBench/93,10,1080.8,1051,1085,408.3,407,420,14891,fail
CF_EF_FULL_SNF,BigCodeBench/94,10,489.2,213,1431,256.7,240,316,7459,fail
CF_EF_FULL_SNF,BigCodeBench/95,10,243.5,239,244,372.7,371,388,6162,fail
CF_EF_FULL_SNF,BigCodeBench/96,10,1,1,1,221.9,181,269,2229,pass
CF_EF_FULL_SNF,BigCodeBench/97,10,311.8,308,322,204.2,200,225,5160,fail
CF_EF_FULL_SNF,BigCodeBench/98,10,1,1,1,337.8,297,385,3388,pass
CF_EF_FULL_SNF,BigCodeBench/99,10,1,1,1,384.1,297,489,3851,pass
CF_EF_FULL_SNF,BigCodeBench/100,10,334.8,318,339,381,380,390,7158,fail
CF_EF_FULL_SNF,BigCodeBench/101,10,1267.1,1015,1712,238.2,219,243,15053,fail
CF_EF_FULL_SNF,BigCodeBench/102,10,1911.9,1826,2309,138.7,138,145,20506,fail
CF_EF_FULL_SNF,BigCodeBench/103,10,294,294,294,302,291,401,5960,fail
CF_EF_FULL_SNF,BigCodeBench/104,10,252.6,244,258,423.5,415,500,6761,fail
CF_EF_FULL_SNF,BigCodeBench/105,10,242,204,277,544.8,417,821,7868,fail
CF_EF_FULL_SNF,BigCodeBench/106,10,1139.6,940,1168,560.2,553,561,16998,fail
CF_EF_FULL_SNF,BigCodeBench/107,10,1132.4,810,1170,436.8,435,453,15692,fail
CF_EF_FULL_SNF,BigCodeBench/108,10,457.1,392,647,521.9,456,593,9790,fail
CF_EF_FULL_SNF,BigCodeBench/109,10,1545.4,1253,1578,366.3,360,423,19117,fail
CF_EF_FULL_SNF,BigCodeBench/110,10,1,1,1,328.4,288,376,3294,pass
CF_EF_FULL_SNF,BigCodeBench/111,10,487.4,405,509,215.2,210,262,7026,fail
CF_EF_FULL_SNF,BigCodeBench/112,10,11.9,1,110,284.7,245,333,2966,pass
CF_EF_FULL_SNF,BigCodeBench/113,10,247,203,473,497.3,409,570,7443,fail
CF_EF_FULL_SNF,BigCodeBench/114,10,551.3,145,2828,266.4,194,346,8177,fail
CF_EF_FULL_SNF,BigCodeBench/115,10,35.2,1,343,345.6,284,420,3808,pass
CF_EF_FULL_SNF,BigCodeBench/116,10,1,1,1,238.9,198,286,2399,pass
CF_EF_FULL_SNF,BigCodeBench/117,10,846.7,786,856,414.9,411,450,12616,fail
CF_EF_FULL_SNF,BigCodeBench/118,10,1,1,1,255.7,233,281,2567,pass
CF_EF_FULL_SNF,BigCodeBench/119,10,1,1,1,184.3,144,232,1853,pass
CF_EF_FULL_SNF,BigCodeBench/120,10,508.5,498,515,436.6,433,469,9451,fail
CF_EF_FULL_SNF,BigCodeBench/121,10,390,204,847,488.3,13,779,8783,fail
CF_EF_FULL_SNF,BigCodeBench/122,10,1,1,1,259.7,230,294,2607,pass
CF_EF_FULL_SNF,BigCodeBench/123,10,264.2,248,274,322.6,287,354,5868,fail
CF_EF_FULL_SNF,BigCodeBench/124,10,329.1,198,476,995.5,634,1449,13246,fail
CF_EF_FULL_SNF,BigCodeBench/125,10,47.3,1,262,279.8,103,371,3271,pass
CF_EF_FULL_SNF,BigCodeBench/126,10,953.7,383,2075,520.3,477,830,14740,fail
CF_EF_FULL_SNF,BigCodeBench/127,10,264.6,220,375,329.3,323,378,5939,fail
CF_EF_FULL_SNF,BigCodeBench/128,10,616.1,374,645,226.6,226,232,8427,fail
CF_EF_FULL_SNF,BigCodeBench/129,10,2161.4,2080,2211,459.6,453,477,26210,fail
CF_EF_FULL_SNF,BigCodeBench/130,10,161,128,210,224.3,37,445,3853,fail
CF_EF_FULL_SNF,BigCodeBench/131,10,210.3,152,317,217.6,37,313,4279,fail
CF_EF_FULL_SNF,BigCodeBench/132,10,586.6,586,590,479.9,479,488,10665,fail
CF_EF_FULL_SNF,BigCodeBench/133,10,361.4,198,387,306.7,296,362,6681,fail
CF_EF_FULL_SNF,BigCodeBench/134,10,1,1,1,301.8,261,349,3028,pass
CF_EF_FULL_SNF,BigCodeBench/135,10,304.3,292,415,313.6,313,319,6179,fail
CF_EF_FULL_SNF,BigCodeBench/136,10,1,1,1,382.6,317,461,3836,pass
CF_EF_FULL_SNF,BigCodeBench/137,10,1,1,1,205.4,165,253,2064,pass
CF_EF_FULL_SNF,BigCodeBench/138,10,123,122,124,337.4,336,350,4604,fail
CF_EF_FULL_SNF,BigCodeBench/139,10,1324.4,343,1445,382.9,382,391,17073,fail
CF_EF_FULL_SNF,BigCodeBench/140,10,1,1,1,292.2,248,344,2932,pass
CF_EF_FULL_SNF,BigCodeBench/141,10,1,1,1,421.9,372,476,4229,pass
CF_EF_FULL_SNF,BigCodeBench/142,10,1,1,1,271.3,231,319,2723,pass
CF_EF_FULL_SNF,BigCodeBench/143,10,400.8,211,467,196.4,191,207,5972,fail
CF_EF_FULL_SNF,BigCodeBench/144,10,85.7,1,435,391.7,364,423,4774,pass
CF_EF_FULL_SNF,BigCodeBench/145,10,186.5,1,337,251.3,208,372,4378,pass
CF_EF_FULL_SNF,BigCodeBench/146,10,45.4,1,261,266.7,214,426,3121,pass
CF_EF_FULL_SNF,BigCodeBench/147,10,55.7,1,548,245.5,187,315,3012,pass
CF_EF_FULL_SNF,BigCodeBench/148,10,1,1,1,245.2,200,296,2462,pass
CF_EF_FULL_SNF,BigCodeBench/149,10,407.8,210,609,325.4,231,455,7332,fail
CF_EF_FULL_SNF,BigCodeBench/150,10,427.3,183,1785,223.1,13,315,6504,fail
CF_EF_FULL_SNF,BigCodeBench/151,10,483,177,540,322.9,306,414,8059,fail
CF_EF_FULL_SNF,BigCodeBench/152,10,1065.2,209,1405,268,240,436,13332,fail
CF_EF_FULL_SNF,BigCodeBench/153,10,1,1,1,235,191,287,2360,pass
CF_EF_FULL_SNF,BigCodeBench/154,10,572.5,557,575,163.3,160,193,7358,fail
CF_EF_FULL_SNF,BigCodeBench/155,10,986.3,966,991,313.2,310,318,12995,fail
CF_EF_FULL_SNF,BigCodeBench/156,10,460.6,210,533,197.8,167,331,6584,fail
CF_EF_FULL_SNF,BigCodeBench/157,10,371.7,196,392,381.8,347,687,7535,fail
CF_EF_FULL_SNF,BigCodeBench/158,10,30.9,1,300,198.4,147,259,2293,pass
CF_EF_FULL_SNF,BigCodeBench/159,10,5.8,1,49,268.8,236,308,2746,pass
CF_EF_FULL_SNF,BigCodeBench/160,10,291.2,276,404,637,619,639,9282,fail
CF_EF_FULL_SNF,BigCodeBench/161,10,210.1,203,218,405.8,404,422,6159,fail
CF_EF_FULL_SNF,BigCodeBench/162,10,210.3,200,214,359.3,296,581,5696,fail
CF_EF_FULL_SNF,BigCodeBench/163,10,788.7,738,953,265.2,261,281,10539,fail
CF_EF_FULL_SNF,BigCodeBench/164,10,1149.3,1131,1170,237,235,255,13863,fail
CF_EF_FULL_SNF,BigCodeBench/165,10,1,1,1,420.6,361,489,4216,pass
CF_EF_FULL_SNF,BigCodeBench/166,10,506.1,498,557,393.8,390,428,8999,fail
CF_EF_FULL_SNF,BigCodeBench/167,10,2649.3,2277,2698,249,247,267,28983,fail
CF_EF_FULL_SNF,BigCodeBench/168,10,1286.1,824,1397,271.7,268,305,15578,fail
CF_EF_FULL_SNF,BigCodeBench/169,10,1,1,1,362.6,293,445,3636,pass
CF_EF_FULL_SNF,BigCodeBench/170,10,1,1,1,234.4,186,290,2354,pass
CF_EF_FULL_SNF,BigCodeBench/171,10,1752.9,1685,1761,497.2,496,508,22501,fail
CF_EF_FULL_SNF,BigCodeBench/172,10,510.3,367,546,51.7,24,55,5620,fail
CF_EF_FULL_SNF,BigCodeBench/173,10,263,192,437,564.8,237,1448,8278,fail
CF_EF_FULL_SNF,BigCodeBench/174,10,1,1,1,248.6,211,291,2496,pass
CF_EF_FULL_SNF,BigCodeBench/175,10,421.9,53,605,436.2,405,460,8581,fail
CF_EF_FULL_SNF,BigCodeBench/176,10,179.8,172,181,152.4,151,165,3322,fail
CF_EF_FULL_SNF,BigCodeBench/177,10,1266.6,48,1984,330.7,303,396,15973,fail
CF_EF_FULL_SNF,BigCodeBench/178,10,465.2,425,629,212.6,208,214,6778,fail
CF_EF_FULL_SNF,BigCodeBench/179,10,191.2,45,217,636.5,558,712,8277,fail
CF_EF_FULL_SNF,BigCodeBench/180,10,234.3,69,463,962.2,420,1719,11965,fail
CF_EF_FULL_SNF,BigCodeBench/181,10,1,1,1,190.2,124,268,1912,pass
CF_EF_FULL_SNF,BigCodeBench/182,10,1115,1073,1381,329,313,332,14440,fail
CF_EF_FULL_SNF,BigCodeBench/183,10,346,346,346,86.8,86,94,4328,fail
CF_EF_FULL_SNF,BigCodeBench/184,10,396.1,393,400,913.2,912,924,13093,fail
CF_EF_FULL_SNF,BigCodeBench/185,10,740.8,736,748,481.6,477,523,12224,fail
CF_EF_FULL_SNF,BigCodeBench/186,10,1390.7,1371,1396,265.6,256,313,16563,fail
CF_EF_FULL_SNF,BigCodeBench/187,10,222.9,193,368,872.9,483,943,10958,fail
CF_EF_FULL_SNF,BigCodeBench/188,10,1125.8,1114,1128,308.6,306,324,14344,fail
CF_EF_FULL_SNF,BigCodeBench/189,10,473.2,466,474,222.4,221,235,6956,fail
CF_EF_FULL_SNF,BigCodeBench/190,10,583.9,176,1047,358.1,343,464,9420,fail
CF_EF_FULL_SNF,BigCodeBench/191,10,1786.6,1409,2408,206.1,205,216,19927,fail
CF_EF_FULL_SNF,BigCodeBench/192,10,1820.9,1248,2186,446.6,352,551,22675,fail
CF_EF_FULL_SNF,BigCodeBench/193,10,345.2,266,386,189,153,193,5342,fail
CF_EF_FULL_SNF,BigCodeBench/194,10,1,1,1,300.3,159,471,3013,pass
CF_EF_FULL_SNF,BigCodeBench/195,10,1010.1,991,1014,157.8,157,165,11679,fail
CF_EF_FULL_SNF,BigCodeBench/196,10,696.6,569,1213,167.4,165,182,8640,fail
CF_EF_FULL_SNF,BigCodeBench/197,10,1,1,1,343.8,299,395,3448,pass
CF_EF_FULL_SNF,BigCodeBench/198,10,1,1,1,377.8,312,456,3788,pass
CF_EF_FULL_SNF,BigCodeBench/199,10,1,1,1,602.3,504,696,6033,pass
CF_EF_FULL_SNF,BigCodeBench/200,10,508.6,213,544,316.9,285,454,8255,fail
CF_EF_FULL_SNF,BigCodeBench/201,10,1,1,1,423.4,397,453,4244,pass
CF_EF_FULL_SNF,BigCodeBench/202,10,481,480,482,304.4,303,317,7854,fail
CF_EF_FULL_SNF,BigCodeBench/203,10,613.5,603,620,369.1,363,400,9826,fail
CF_EF_FULL_SNF,BigCodeBench/204,10,1,1,1,348.4,290,418,3494,pass
CF_EF_FULL_SNF,BigCodeBench/205,10,62.8,1,484,130.5,93,168,1933,pass
CF_EF_FULL_SNF,BigCodeBench/206,10,275.9,274,289,163.9,163,172,4398,fail
CF_EF_FULL_SNF,BigCodeBench/207,10,663.7,663,670,148.8,148,156,8125,fail
CF_EF_FULL_SNF,BigCodeBench/208,10,298.4,203,384,483.4,321,690,7818,fail
CF_EF_FULL_SNF,BigCodeBench/209,10,319.9,200,447,419,316,684,7389,fail
CF_EF_FULL_SNF,BigCodeBench/210,10,2229,1919,2281,326.7,321,329,25557,fail
CF_EF_FULL_SNF,BigCodeBench/211,10,577.9,570,649,154.3,150,193,7322,fail
CF_EF_FULL_SNF,BigCodeBench/212,10,363.1,346,365,205.8,205,213,5689,fail
CF_EF_FULL_SNF,BigCodeBench/213,10,1,1,1,320.5,247,407,3215,pass
CF_EF_FULL_SNF,BigCodeBench/214,10,283.3,195,585,520.9,290,740,8042,fail
CF_EF_FULL_SNF,BigCodeBench/215,10,613.3,606,615,403.7,403,410,10170,fail
CF_EF_FULL_SNF,BigCodeBench/216,10,1,1,1,441.9,383,511,4429,pass
CF_EF_FULL_SNF,BigCodeBench/217,10,396.7,396,402,195.1,192,216,5918,fail
CF_EF_FULL_SNF,BigCodeBench/218,10,706.7,321,750,578.4,566,678,12851,fail
CF_EF_FULL_SNF,BigCodeBench/219,10,466.6,431,483,326.9,326,335,7935,fail
CF_EF_FULL_SNF,BigCodeBench/220,10,94.4,81,97,343.9,328,359,4383,fail
CF_EF_FULL_SNF,BigCodeBench/221,10,652.4,52,3431,513.9,470,567,11663,fail
CF_EF_FULL_SNF,BigCodeBench/222,10,446.6,410,772,186.1,185,196,6327,fail
CF_EF_FULL_SNF,BigCodeBench/223,10,287.1,250,564,146.9,36,172,4340,fail
CF_EF_FULL_SNF,BigCodeBench/224,10,265.6,204,438,399.8,367,433,6654,fail
CF_EF_FULL_SNF,BigCodeBench/225,10,391.9,201,1035,664,314,768,10559,fail
CF_EF_FULL_SNF,BigCodeBench/226,10,292.7,192,305,144.7,114,185,4374,fail
CF_EF_FULL_SNF,BigCodeBench/227,10,362.4,164,657,703.6,478,1156,10660,fail
CF_EF_FULL_SNF,BigCodeBench/228,10,1,1,1,548.6,418,706,5496,pass
CF_EF_FULL_SNF,BigCodeBench/229,10,497.7,1,1920,329.9,282,441,8276,pass
CF_EF_FULL_SNF,BigCodeBench/230,10,811.5,697,1299,345.5,261,356,11570,fail
CF_EF_FULL_SNF,BigCodeBench/231,10,1022.8,920,1723,366.2,365,377,13890,fail
CF_EF_FULL_SNF,BigCodeBench/232,10,226,217,264,247.8,247,255,4738,fail
CF_EF_FULL_SNF,BigCodeBench/233,10,328.5,188,383,396.2,381,402,7247,fail
CF_EF_FULL_SNF,BigCodeBench/234,10,1422.3,1367,1712,328.8,328,336,17511,fail
CF_EF_FULL_SNF,BigCodeBench/235,10,57.1,56,67,470.5,468,493,5276,fail
CF_EF_FULL_SNF,BigCodeBench/236,10,1,1,1,550.4,444,676,5514,pass
CF_EF_FULL_SNF,BigCodeBench/237,10,320.9,315,326,448.6,447,463,7695,fail
CF_EF_FULL_SNF,BigCodeBench/238,10,544.1,385,946,301.3,250,317,8454,fail
CF_EF_FULL_SNF,BigCodeBench/239,10,380.4,212,1007,422.3,392,470,8027,fail
CF_EF_FULL_SNF,BigCodeBench/240,10,1,1,1,170.3,131,211,1713,pass
CF_EF_FULL_SNF,BigCodeBench/241,10,1609.2,1390,1634,173.2,173,175,17824,fail
CF_EF_FULL_SNF,BigCodeBench/242,10,192.6,144,266,488.3,352,761,6809,fail
CF_EF_FULL_SNF,BigCodeBench/243,10,1,1,1,323.3,196,476,3243,pass
CF_EF_FULL_SNF,BigCodeBench/244,10,906.3,885,909,269.8,269,277,11761,fail
CF_EF_FULL_SNF,BigCodeBench/245,10,342.8,74,387,259.4,228,340,6022,fail
CF_EF_FULL_SNF,BigCodeBench/246,10,12.8,1,119,481.8,358,630,4946,pass
CF_EF_FULL_SNF,BigCodeBench/247,10,828,116,6957,208.2,123,328,10362,fail
CF_EF_FULL_SNF,BigCodeBench/248,10,330.2,329,333,212,209,239,5422,fail
CF_EF_FULL_SNF,BigCodeBench/249,10,1,1,1,373.6,309,445,3746,pass
CF_EF_FULL_SNF,BigCodeBench/250,10,504.7,161,1211,437.8,256,536,9425,fail
CF_EF_FULL_SNF,BigCodeBench/251,10,216.4,1,1093,246,208,293,4624,pass
CF_EF_FULL_SNF,BigCodeBench/252,10,249.8,192,637,442.7,377,477,6925,fail
CF_EF_FULL_SNF,BigCodeBench/253,10,1,1,1,360.8,234,514,3618,pass
CF_EF_FULL_SNF,BigCodeBench/254,10,390.5,389,399,77.3,76,89,4678,fail
CF_EF_FULL_SNF,BigCodeBench/255,10,16.2,1,153,353.1,255,464,3693,pass
CF_EF_FULL_SNF,BigCodeBench/256,10,220.1,192,277,389.9,324,424,6100,fail
CF_EF_FULL_SNF,BigCodeBench/257,10,669.4,656,672,276.6,270,318,9460,fail
CF_EF_FULL_SNF,BigCodeBench/258,10,1419.7,1189,1456,596.1,595,606,20158,fail
CF_EF_FULL_SNF,BigCodeBench/259,10,50.5,1,496,331.8,302,366,3823,pass
CF_EF_FULL_SNF,BigCodeBench/260,10,1,1,1,257.4,163,371,2584,pass
CF_EF_FULL_SNF,BigCodeBench/261,10,123.1,115,125,232,231,241,3551,fail
CF_EF_FULL_SNF,BigCodeBench/262,10,1,1,1,242.8,191,303,2438,pass
CF_EF_FULL_SNF,BigCodeBench/263,10,1,1,1,514.3,390,662,5153,pass
CF_EF_FULL_SNF,BigCodeBench/264,10,250,166,389,1069.9,20,1888,13199,fail
CF_EF_FULL_SNF,BigCodeBench/265,10,1,1,1,282,248,320,2830,pass
CF_EF_FULL_SNF,BigCodeBench/266,10,369.2,341,445,254.9,232,263,6241,fail
CF_EF_FULL_SNF,BigCodeBench/267,10,115,1,428,241.1,201,307,3561,pass
CF_EF_FULL_SNF,BigCodeBench/268,10,916.8,645,978,230.5,63,253,11473,fail
CF_EF_FULL_SNF,BigCodeBench/269,10,577.8,396,1078,302.2,299,307,8800,fail
CF_EF_FULL_SNF,BigCodeBench/270,10,1,1,1,140.6,111,175,1416,pass
CF_EF_FULL_SNF,BigCodeBench/271,10,272.2,202,652,612.5,363,715,8847,fail
CF_EF_FULL_SNF,BigCodeBench/272,10,1,1,1,55.7,19,99,567,pass
CF_EF_FULL_SNF,BigCodeBench/273,10,495.9,459,813,287.6,68,312,7835,fail
CF_EF_FULL_SNF,BigCodeBench/274,10,878.7,826,1290,348.9,347,366,12276,fail
CF_EF_FULL_SNF,BigCodeBench/275,10,1,1,1,99.8,63,143,1008,pass
CF_EF_FULL_SNF,BigCodeBench/276,10,620.7,605,687,239.4,239,243,8601,fail
CF_EF_FULL_SNF,BigCodeBench/277,10,1,1,1,179.4,139,227,1804,pass
CF_EF_FULL_SNF,BigCodeBench/278,10,405.3,386,490,272.3,270,285,6776,fail
CF_EF_FULL_SNF,BigCodeBench/279,10,26,1,129,336,271,351,3620,pass
CF_EF_FULL_SNF,BigCodeBench/280,10,240.7,210,295,433.9,329,644,6746,fail
CF_EF_FULL_SNF,BigCodeBench/281,10,227.4,227,230,276.6,273,297,5040,fail
CF_EF_FULL_SNF,BigCodeBench/282,10,208.1,192,234,453.5,380,525,6616,fail
CF_EF_FULL_SNF,BigCodeBench/283,10,27.1,1,262,246.4,206,294,2735,pass
CF_EF_FULL_SNF,BigCodeBench/284,10,645.2,342,3310,294.8,293,311,9400,fail
CF_EF_FULL_SNF,BigCodeBench/285,10,26.2,1,253,140.7,103,183,1669,pass
CF_EF_FULL_SNF,BigCodeBench/286,10,1,1,1,427.4,347,523,4284,pass
CF_EF_FULL_SNF,BigCodeBench/287,10,539.9,351,587,249.4,249,253,7893,fail
CF_EF_FULL_SNF,BigCodeBench/288,10,1,1,1,230.8,197,269,2318,pass
CF_EF_FULL_SNF,BigCodeBench/289,10,1,1,1,462.4,385,553,4634,pass
CF_EF_FULL_SNF,BigCodeBench/290,10,375.3,137,2514,259.8,251,261,6351,fail
CF_EF_FULL_SNF,BigCodeBench/291,10,337.1,269,483,193.1,146,258,5302,fail
CF_EF_FULL_SNF,BigCodeBench/292,10,1078.1,1059,1231,220.8,220,228,12989,fail
CF_EF_FULL_SNF,BigCodeBench/293,10,1,1,1,326.5,275,387,3275,pass
CF_EF_FULL_SNF,BigCodeBench/294,10,765.4,713,797,240.5,232,317,10059,fail
CF_EF_FULL_SNF,BigCodeBench/295,10,1,1,1,282.1,227,347,2831,pass
CF_EF_FULL_SNF,BigCodeBench/296,10,1,1,1,355.4,315,403,3564,pass
CF_EF_FULL_SNF,BigCodeBench/297,10,1,1,1,173.7,151,199,1747,pass
CF_EF_FULL_SNF,BigCodeBench/298,10,744.1,81,901,330.1,46,565,10742,fail
CF_EF_FULL_SNF,BigCodeBench/299,10,187.1,179,188,216.6,212,238,4037,fail
CF_EF_FULL_SNF,BigCodeBench/300,10,1275,1174,2126,410.2,403,475,16852,fail
CF_EF_FULL_SNF,BigCodeBench/301,10,366.8,362,370,367,365,382,7338,fail
CF_EF_FULL_SNF,BigCodeBench/302,10,441.9,441,448,454.9,454,455,8968,fail
CF_EF_FULL_SNF,BigCodeBench/303,10,800.9,787,803,485.7,484,501,12866,fail
CF_EF_FULL_SNF,BigCodeBench/304,10,761.1,216,4330,107.2,41,282,8683,fail
CF_EF_FULL_SNF,BigCodeBench/305,10,206.3,194,213,221.8,218,232,4281,fail
CF_EF_FULL_SNF,BigCodeBench/306,10,585.9,557,592,228.8,228,236,8147,fail
CF_EF_FULL_SNF,BigCodeBench/307,10,194.9,194,202,204.4,203,217,3993,fail
CF_EF_FULL_SNF,BigCodeBench/308,10,655.5,582,951,436.1,297,1487,10916,fail
CF_EF_FULL_SNF,BigCodeBench/309,10,1418.5,392,1533,282.4,269,321,17009,fail
CF_EF_FULL_SNF,BigCodeBench/310,10,647,559,657,295.2,292,300,9422,fail
CF_EF_FULL_SNF,BigCodeBench/311,10,259.6,205,370,360.3,352,410,6199,fail
CF_EF_FULL_SNF,BigCodeBench/312,10,1,1,1,233.7,157,325,2347,pass
CF_EF_FULL_SNF,BigCodeBench/313,10,289.9,288,301,359.8,359,367,6497,fail
CF_EF_FULL_SNF,BigCodeBench/314,10,545.2,468,866,300.5,299,314,8457,fail
CF_EF_FULL_SNF,BigCodeBench/315,10,1,1,1,487.8,382,614,4888,pass
CF_EF_FULL_SNF,BigCodeBench/316,10,270.8,268,295,243.9,240,255,5147,fail
CF_EF_FULL_SNF,BigCodeBench/317,10,1067.5,1047,1072,227.8,223,251,12953,fail
CF_EF_FULL_SNF,BigCodeBench/318,10,277.3,207,366,366.3,277,403,6436,fail
